Date,Vendor,Campaign,Impressions,Clicks,Spend,Conversions,Site Visits,Funnel,CTR,CPC,CPA,CVR
2025-01-29,Verizon DSP,Campaign 2,16432,935,757.7265589,42,1130,Middle,0.05690116845180136,0.8104027367914438,18.041108545238096,0.044919786096256686
2024-06-12,Verizon DSP,Campaign 3,8758,424,1303.359057,25,678,Middle,0.04841287965288879,3.0739600400943394,52.13436228,0.0589622641509434
2024-08-25,Google,Campaign 3,49580,773,674.7663178,31,795,Lower,0.015590964098426785,0.8729189104786547,21.766655412903226,0.040103492884864166
2025-04-27,LinkedIn,Campaign 5,28312,1259,1225.784304,75,1289,Middle,0.04446877649053405,0.973617397934869,16.34379072,0.059571088165210485
2025-03-20,Meta,Campaign 3,28978,1454,569.3075716,56,1486,Upper,0.05017599558285596,0.3915457851444291,10.166206635714286,0.03851444291609354
2024-10-28,YouTube,Campaign 4,34483,917,1486.613168,38,1071,Upper,0.026592813850303047,1.6211703031624864,39.121399157894736,0.04143947655398037
2025-01-03,YouTube,Campaign 3,39410,1599,178.5034,73,1695,Upper,0.04057345851306775,0.11163439649781114,2.4452520547945205,0.045653533458411506
2025-02-10,Verizon DSP,Campaign 4,9982,775,872.3755434,37,1045,Middle,0.07763975155279502,1.1256458624516128,23.57771738918919,0.04774193548387097
2025-04-20,Meta,Campaign 1,25157,396,942.6422366,22,458,Upper,0.015741145605596852,2.3804096883838386,42.847374390909096,0.05555555555555555
2024-12-28,LinkedIn,Campaign 5,28227,786,1809.418509,48,909,Middle,0.027845679668402592,2.3020591717557255,37.6962189375,0.061068702290076333
2024-06-04,Meta,Campaign 4,32934,1016,1911.469987,46,1202,Upper,0.03084957794376632,1.8813680974409448,41.55369536956522,0.045275590551181105
2024-10-23,Meta,Campaign 3,27979,418,1641.170476,24,598,Upper,0.014939776260767004,3.926245157894737,68.38210316666667,0.05741626794258373
2025-02-17,Meta,Campaign 5,15264,1117,1209.709312,54,1322,Upper,0.07317872117400419,1.0829984888093107,22.402024296296297,0.048343777976723366
2024-05-19,LinkedIn,Campaign 5,12558,207,898.0661628,10,475,Middle,0.016483516483516484,4.3384838782608695,89.80661628,0.04830917874396135
2024-12-08,Roku,Campaign 4,29564,1101,950.1313534,52,1275,Middle,0.03724123934514951,0.8629712564940962,18.271756796153845,0.047229791099000905
2025-01-20,Meta,Campaign 4,49232,1483,517.5218226,91,1739,Upper,0.030122684432889176,0.34896953648010787,5.687052995604395,0.06136210384356035
2024-09-22,Meta,Campaign 2,34953,1323,1000.014076,69,1373,Upper,0.0378508282550854,0.7558685381708239,14.492957623188406,0.05215419501133787
2025-02-10,Google,Campaign 2,29691,1962,1353.972677,93,2159,Lower,0.06608063049408912,0.6900982043832824,14.558845989247311,0.047400611620795105
2024-08-26,Google,Campaign 5,14648,619,1217.190154,31,748,Lower,0.04225832878208629,1.9663815088852987,39.26419851612903,0.050080775444264945
2024-12-30,Roku,Campaign 2,15509,300,1879.051601,19,318,Middle,0.019343606937907022,6.263505336666666,98.89745268421052,0.06333333333333334
2024-06-14,Meta,Campaign 3,17433,618,572.9516191,29,803,Upper,0.035450008604371024,0.9271061797734628,19.75695238275862,0.04692556634304207
2024-07-30,TikTok,Campaign 1,33816,1507,407.7961871,77,1736,Middle,0.04456470309912468,0.27060131857996017,5.2960543779220774,0.051094890510948905
2024-06-16,Google,Campaign 5,28444,1132,1040.274352,50,1371,Lower,0.03979749683588806,0.9189702756183745,20.80548704,0.044169611307420496
2024-08-30,Meta,Campaign 1,44195,3028,1669.701781,151,3230,Upper,0.06851453784364747,0.5514206674372523,11.057627688741722,0.04986789960369881
2025-03-29,Meta,Campaign 2,42618,613,427.9439493,32,687,Upper,0.014383593786662912,0.6981141097879282,13.373248415625,0.052202283849918436
2024-07-14,Meta,Campaign 4,14651,226,253.8495058,12,410,Upper,0.015425568220599277,1.1232279017699116,21.154125483333335,0.05309734513274336
2025-04-05,Meta,Campaign 5,29931,1667,970.4938521,88,1808,Upper,0.05569476462530487,0.5821798752849431,11.028339228409092,0.052789442111577684
2025-03-05,Verizon DSP,Campaign 2,25980,1398,581.7703257,84,1409,Middle,0.053810623556581984,0.4161447251072961,6.925837210714285,0.060085836909871244
2024-11-06,LinkedIn,Campaign 3,20842,1116,1993.223896,67,1220,Middle,0.05354572497840898,1.786042917562724,29.7496103880597,0.06003584229390681
2025-05-11,Verizon DSP,Campaign 5,18969,796,307.6787414,33,860,Middle,0.04196320312088144,0.386531082160804,9.323598224242424,0.0414572864321608
2024-12-30,Meta,Campaign 5,42069,3303,531.5061575,180,3380,Upper,0.0785138700705983,0.16091618452921586,2.952811986111111,0.05449591280653951
2024-08-24,Google,Campaign 4,12637,903,155.7537116,58,911,Lower,0.071456833109124,0.17248473045404208,2.685408820689655,0.06423034330011074
2025-03-02,Roku,Campaign 5,46905,679,1941.300811,22,759,Middle,0.01447606864939772,2.8590586318114877,88.24094595454545,0.03240058910162003
2024-06-16,YouTube,Campaign 4,21362,1615,914.1712056,79,1769,Upper,0.07560153543675686,0.5660502821052632,11.571787412658228,0.04891640866873065
2024-11-22,Meta,Campaign 2,8125,228,426.0489233,11,406,Upper,0.02806153846153846,1.868635628508772,38.7317203,0.04824561403508772
2024-11-02,Meta,Campaign 3,17022,348,736.7745134,17,619,Upper,0.020444131124427212,2.117168141954023,43.339677258823535,0.04885057471264368
2024-08-22,Google,Campaign 3,27306,962,276.408801,53,1087,Lower,0.03523035230352303,0.2873272359667359,5.215260396226415,0.0550935550935551
2025-04-01,Google,Campaign 5,25137,1499,115.8822386,55,1521,Lower,0.05963321000914986,0.07730636330887258,2.1069497927272725,0.03669112741827885
2025-03-01,Roku,Campaign 5,8772,381,1883.888432,16,397,Middle,0.04343365253077976,4.944589060367454,117.743027,0.04199475065616798
2024-08-05,LinkedIn,Campaign 2,30174,777,548.8261325,37,1031,Middle,0.02575064625173991,0.7063399388674388,14.833138716216215,0.047619047619047616
2024-11-29,Meta,Campaign 4,14647,463,924.7069032,20,694,Upper,0.03161056871714344,1.9972071343412527,46.23534516,0.04319654427645788
2024-11-01,Meta,Campaign 3,21596,925,1069.262953,44,984,Upper,0.04283200592702352,1.1559599491891892,24.301430749999998,0.04756756756756757
2024-06-10,TikTok,Campaign 4,14430,911,1599.204499,46,953,Middle,0.06313236313236313,1.7554385279912184,34.76531519565217,0.050493962678375415
2025-03-05,Google,Campaign 2,18064,1000,282.8144486,53,1041,Lower,0.05535872453498671,0.2828144486,5.3361216716981135,0.053
2024-07-07,Meta,Campaign 3,31984,618,1260.20888,26,771,Upper,0.01932216108054027,2.0391729449838185,48.4695723076923,0.042071197411003236
2024-05-28,Roku,Campaign 3,16186,1132,358.2522966,57,1265,Middle,0.06993698257753614,0.31647729381625445,6.285128010526316,0.05035335689045936
2024-09-29,LinkedIn,Campaign 1,23587,1458,796.0597088,61,1590,Middle,0.061813710942468306,0.5459943133058984,13.050159160655737,0.04183813443072702
2024-07-17,Meta,Campaign 2,10190,321,350.9936934,14,545,Upper,0.031501472031403334,1.0934382971962617,25.070978099999998,0.04361370716510903
2024-10-06,YouTube,Campaign 2,29572,781,1944.57534,33,979,Upper,0.02641011767888543,2.4898531882202306,58.926525454545455,0.04225352112676056
2024-10-17,Google,Campaign 1,19099,484,661.8797149,19,522,Lower,0.025341640923608567,1.3675200721074379,34.83577446842105,0.03925619834710744
2024-07-20,Meta,Campaign 4,34765,1748,881.4885286,100,1944,Upper,0.05028045448008054,0.5042840552631579,8.814885285999999,0.057208237986270026
2024-06-04,YouTube,Campaign 1,7194,100,1958.549113,4,177,Upper,0.013900472616068946,19.58549113,489.63727825,0.04
2024-11-18,Google,Campaign 2,21827,1213,1205.872713,50,1245,Lower,0.05557337242864342,0.9941242481450948,24.11745426,0.041220115416323165
2025-01-15,YouTube,Campaign 4,28637,1435,798.5607311,70,1701,Upper,0.050109997555609874,0.5564883143554007,11.408010444285715,0.04878048780487805
2025-03-17,Meta,Campaign 3,8193,628,1132.130632,36,842,Upper,0.07665079946295618,1.8027557834394907,31.448073111111114,0.05732484076433121
2024-10-04,LinkedIn,Campaign 1,9530,181,1779.544165,6,370,Middle,0.018992654774396642,9.831735718232045,296.59069416666665,0.03314917127071823
2025-03-13,Google,Campaign 4,16985,842,1172.596298,48,976,Lower,0.04957315278186635,1.392632182897862,24.429089541666666,0.057007125890736345
2024-11-05,TikTok,Campaign 4,27788,554,277.6366383,27,739,Middle,0.019936663307902693,0.5011491666064982,10.282838455555556,0.048736462093862815
2024-11-23,YouTube,Campaign 4,45752,1729,844.0710727,82,1912,Upper,0.0377906976744186,0.4881845417582417,10.29354966707317,0.04742625795257374
2024-05-25,Meta,Campaign 1,5589,75,1710.002749,6,323,Upper,0.013419216317767043,22.800036653333333,285.00045816666665,0.08
2025-05-11,Google,Campaign 3,17842,1405,1806.445802,62,1461,Lower,0.07874677726712252,1.2857265494661922,29.136222612903225,0.04412811387900356
2024-10-25,Meta,Campaign 4,48681,676,1675.173927,30,948,Upper,0.013886321151989482,2.4780679393491125,55.8391309,0.04437869822485207
2024-10-09,Google,Campaign 1,26085,349,1335.0798,17,610,Lower,0.013379336783592103,3.8254435530085957,78.53410588235295,0.04871060171919771
2025-04-18,Meta,Campaign 2,36712,2478,772.3910781,111,2574,Upper,0.06749836565700588,0.31169938583535106,6.95847818108108,0.044794188861985475
2024-06-26,Google,Campaign 1,15244,627,962.7152285,33,783,Lower,0.04113093676200472,1.535430986443381,29.17318874242424,0.05263157894736842
2024-11-02,Meta,Campaign 1,33991,1390,1281.049733,75,1538,Upper,0.04089317760583684,0.9216185129496404,17.080663106666666,0.0539568345323741
2024-10-26,Google,Campaign 1,11415,298,356.4708319,19,320,Lower,0.026106000876040297,1.1962108453020135,18.76162273157895,0.06375838926174497
2024-11-25,Google,Campaign 4,43140,688,494.1588084,32,884,Lower,0.015948076031525267,0.7182540819767442,15.4424627625,0.046511627906976744
2024-12-04,LinkedIn,Campaign 1,5865,221,276.8675367,11,314,Middle,0.03768115942028986,1.2527942837104074,25.169776063636366,0.049773755656108594
2024-08-02,TikTok,Campaign 2,42586,2312,1573.345783,135,2604,Middle,0.054290142300286476,0.6805128819204153,11.654413207407407,0.05839100346020761
2024-07-19,LinkedIn,Campaign 4,24099,265,260.6422015,12,528,Middle,0.010996306900701273,0.9835554773584906,21.720183458333334,0.045283018867924525
2024-08-17,Meta,Campaign 2,47042,875,989.5880722,55,958,Upper,0.01860039964287233,1.1309577968,17.992510403636366,0.06285714285714286
2024-10-26,YouTube,Campaign 5,33479,473,575.1559318,35,512,Upper,0.01412825950595896,1.2159744858350952,16.43302662285714,0.07399577167019028
2024-07-28,TikTok,Campaign 1,45805,2145,841.428096,117,2278,Middle,0.046828948804715644,0.39227417062937064,7.191693128205128,0.05454545454545454
2025-01-04,Google,Campaign 4,36605,1324,994.3099344,56,1404,Lower,0.03616992214178391,0.7509893764350453,17.75553454285714,0.04229607250755287
2024-11-24,Roku,Campaign 4,45117,2818,804.6204845,160,2830,Middle,0.062459826672872754,0.28552891572036904,5.028878028125,0.05677785663591199
2025-02-27,Roku,Campaign 1,33210,1620,937.6464065,95,1638,Middle,0.04878048780487805,0.5787940780864198,9.869962173684211,0.05864197530864197
2024-09-25,TikTok,Campaign 3,18084,678,1006.088083,36,715,Middle,0.037491705374917056,1.483905727138643,27.946891194444444,0.05309734513274336
2025-03-16,Verizon DSP,Campaign 3,19754,460,1238.610784,19,620,Middle,0.023286423002936114,2.692632139130435,65.1900412631579,0.041304347826086954
2025-03-04,LinkedIn,Campaign 2,34018,950,1017.701677,54,1121,Middle,0.027926391910165205,1.0712649231578948,18.84632735185185,0.056842105263157895
2024-06-17,YouTube,Campaign 1,45829,2602,1446.326584,112,2733,Upper,0.05677627702982827,0.5558518770176787,12.913630214285714,0.04304381245196003
2025-01-15,LinkedIn,Campaign 1,46296,651,1614.753485,28,709,Middle,0.014061689994815966,2.48042009984639,57.66976732142857,0.043010752688172046
2025-01-21,Google,Campaign 5,26135,1103,1046.516293,51,1206,Lower,0.04220394107518653,0.9487908368087035,20.51992731372549,0.04623753399818677
2024-12-12,Meta,Campaign 3,29213,403,1657.079275,16,561,Upper,0.013795228151850204,4.111859243176179,103.5674546875,0.03970223325062035
2025-01-19,Meta,Campaign 3,28299,714,872.3642573,39,770,Upper,0.025230573518498885,1.2217986796918767,22.368314289743587,0.0546218487394958
2024-07-21,TikTok,Campaign 1,24020,1704,635.4243001,90,1801,Middle,0.07094088259783514,0.3729015845657277,7.060270001111111,0.0528169014084507
2025-01-01,Google,Campaign 2,31109,814,276.0134349,42,875,Lower,0.026166061268443216,0.3390828438574939,6.571748449999999,0.051597051597051594
2025-04-06,Google,Campaign 1,32725,2441,1473.934311,101,2543,Lower,0.0745912910618793,0.6038239700942236,14.59340901980198,0.04137648504711184
2024-05-28,YouTube,Campaign 2,45291,716,855.9500323,31,1008,Upper,0.015808880351504715,1.1954609389664803,27.611291364516127,0.04329608938547486
2024-11-02,Meta,Campaign 3,47054,1106,1187.611041,54,1311,Upper,0.023504909253198453,1.0737893679927666,21.992797055555553,0.048824593128390596
2024-11-15,Google,Campaign 5,46496,3247,460.1388357,169,3309,Lower,0.06983396421197523,0.1417119912842624,2.722715004142012,0.0520480443486295
2025-03-02,TikTok,Campaign 4,16159,646,828.894614,29,906,Middle,0.0399777213936506,1.28311859752322,28.582572896551724,0.04489164086687306
2024-12-23,Google,Campaign 3,29417,1678,1538.195204,88,1714,Lower,0.05704184655131386,0.9166836734207391,17.479490954545454,0.052443384982121574
2025-02-10,Google,Campaign 2,46130,1343,829.2958391,69,1372,Lower,0.029113375243876003,0.6174950402829485,12.018780276811594,0.05137751303052867
2024-05-24,Meta,Campaign 1,13939,725,199.6539018,35,826,Upper,0.052012339479159196,0.27538469213793104,5.704397194285714,0.04827586206896552
2025-03-18,LinkedIn,Campaign 3,44172,2879,869.1038549,156,3164,Middle,0.06517703522593499,0.3018769902396665,5.571178557051282,0.05418548106981591
2024-12-17,YouTube,Campaign 5,12984,855,133.5848093,39,1142,Upper,0.06585027726432532,0.15623954304093565,3.4252515205128202,0.0456140350877193
2024-05-13,YouTube,Campaign 2,31973,2157,1968.986838,101,2185,Upper,0.06746317205141839,0.9128358080667595,19.49491918811881,0.046824292999536395
2024-08-31,Meta,Campaign 1,8004,261,596.425171,12,346,Upper,0.03260869565217391,2.2851539118773947,49.702097583333334,0.04597701149425287
2025-02-13,Roku,Campaign 4,11301,451,673.8183598,18,719,Middle,0.03990797274577471,1.4940540128603106,37.43435332222222,0.03991130820399113
2024-09-18,Google,Campaign 2,36637,2862,1448.357061,145,2966,Lower,0.07811774981576003,0.5060646614255765,9.988669386206896,0.0506638714185884
2024-08-13,Verizon DSP,Campaign 1,36869,2140,1986.466282,102,2433,Middle,0.05804334264558301,0.9282552719626168,19.47515962745098,0.04766355140186916
2024-06-20,Google,Campaign 4,42456,1156,187.671502,80,1176,Lower,0.027228189184096478,0.16234558996539794,2.345893775,0.06920415224913495
2025-03-24,Roku,Campaign 1,45732,1987,452.2388575,102,2212,Middle,0.04344878859441966,0.22759882108706592,4.433714289215686,0.051333668847508805
2024-10-18,YouTube,Campaign 4,13532,481,468.9597336,24,555,Upper,0.03554537392846586,0.9749682611226611,19.5399889,0.0498960498960499
2024-11-14,Meta,Campaign 4,37600,2717,171.5783361,149,2928,Upper,0.07226063829787234,0.06314992127346337,1.1515324570469798,0.0548398969451601
2025-04-30,Verizon DSP,Campaign 4,11969,895,108.5816213,47,966,Middle,0.07477650597376556,0.12132024726256983,2.3102472617021275,0.05251396648044693
2025-01-23,Google,Campaign 1,23367,663,1056.497025,31,827,Lower,0.0283733470278598,1.593509841628959,34.080549193548386,0.04675716440422323
2025-01-06,TikTok,Campaign 4,31603,1727,366.9262151,103,1971,Middle,0.05464671075530804,0.21246451366531557,3.5623904378640776,0.059640995946728434
2024-08-24,YouTube,Campaign 2,18846,228,163.8417155,9,335,Upper,0.012098057943330149,0.7186040153508771,18.204635055555556,0.039473684210526314
2024-06-10,Meta,Campaign 5,40183,3000,356.1669977,153,3034,Upper,0.07465843764776149,0.11872233256666667,2.3278888738562094,0.051
2024-08-09,Meta,Campaign 5,23505,379,1904.667213,22,637,Upper,0.01612422888747075,5.0255071583113455,86.5757824090909,0.05804749340369393
2024-07-02,Meta,Campaign 4,41525,2484,1489.207873,142,2630,Upper,0.05981938591210115,0.5995200776972625,10.487379387323944,0.0571658615136876
2025-05-11,Google,Campaign 5,10897,253,1825.393155,16,350,Lower,0.02321739928420666,7.214992707509881,114.0870721875,0.06324110671936758
2024-10-06,Google,Campaign 5,13740,784,1307.016446,47,934,Lower,0.05705967976710335,1.6671128137755102,27.80886055319149,0.05994897959183673
2025-03-22,Meta,Campaign 4,42125,2924,1043.057327,149,3111,Upper,0.06941246290801187,0.35672275205198356,7.000384744966443,0.05095759233926129
2024-06-17,Meta,Campaign 4,40056,2887,1037.390952,140,2975,Upper,0.07207409626522868,0.35933181572566675,7.409935371428571,0.04849324558365085
2025-02-20,Google,Campaign 2,33194,815,217.9463595,39,911,Lower,0.024552629993372297,0.26741884601226995,5.588368192307692,0.04785276073619632
2024-08-21,Meta,Campaign 3,25893,1150,169.0253736,60,1414,Upper,0.0444135480631831,0.14697858573913042,2.81708956,0.05217391304347826
2024-08-27,Google,Campaign 1,35278,2751,1512.13535,120,3022,Lower,0.07798061114575656,0.5496675209014904,12.601127916666666,0.04362050163576881
2025-04-22,Google,Campaign 4,35521,2070,321.8058201,108,2366,Lower,0.058275386391148896,0.1554617488405797,2.9796835194444444,0.05217391304347826
2025-02-27,Google,Campaign 4,9114,410,1360.300218,22,565,Lower,0.04498573622997586,3.317805409756098,61.83182809090909,0.05365853658536585
2025-04-26,Meta,Campaign 5,12593,399,1939.54727,18,545,Upper,0.03168426903835464,4.861020726817043,107.75262611111111,0.045112781954887216
2024-08-25,Meta,Campaign 2,16523,963,1332.582115,50,982,Upper,0.058282394238334444,1.3837820508826584,26.6516423,0.05192107995846314
2024-12-19,YouTube,Campaign 5,49889,2746,276.4219838,146,2843,Upper,0.05504219366994728,0.10066350466132558,1.8933012589041098,0.05316824471959213
2024-07-27,Verizon DSP,Campaign 4,38638,2773,441.9823867,112,2937,Middle,0.07176872508929033,0.1593878062387306,3.946271309821429,0.04038946988820772
2024-12-25,YouTube,Campaign 4,25014,368,1157.400895,15,613,Upper,0.014711761413608379,3.1451111277173913,77.16005966666667,0.04076086956521739
2024-08-04,Roku,Campaign 5,5945,218,318.7374597,16,342,Middle,0.03666947014297729,1.4620984389908256,19.92109123125,0.07339449541284404
2024-07-27,Meta,Campaign 4,26015,1911,1759.231317,102,1922,Upper,0.07345762060349798,0.9205815368916798,17.247365852941176,0.05337519623233909
2025-01-16,Meta,Campaign 3,23515,892,1950.139851,52,983,Upper,0.037933234105889856,2.1862554383408073,37.50268944230769,0.05829596412556054
2025-01-22,LinkedIn,Campaign 1,8575,495,1324.82226,19,648,Middle,0.05772594752186589,2.676408606060606,69.72748736842105,0.03838383838383838
2024-07-01,Google,Campaign 1,46780,2672,643.0876499,127,2795,Lower,0.05711842667806755,0.2406765156811377,5.063682282677165,0.04752994011976048
2025-05-03,TikTok,Campaign 1,29969,2209,1310.214978,126,2294,Middle,0.07370949981647702,0.5931258388411046,10.39853157142857,0.057039384336803986
2024-12-08,Google,Campaign 3,45343,3323,669.2057388,181,3483,Lower,0.07328584345985047,0.20138601829671982,3.697269275138121,0.054468853445681614
2024-10-17,Meta,Campaign 4,19633,527,304.9158358,28,606,Upper,0.026842560994244386,0.5785879237191651,10.88985127857143,0.05313092979127135
2025-04-05,Google,Campaign 5,8551,323,1473.172087,15,366,Lower,0.03777335984095427,4.5609042941176465,98.21147246666666,0.04643962848297214
2024-12-31,YouTube,Campaign 2,33142,1224,1053.532041,96,1445,Upper,0.03693198962042122,0.8607287916666666,10.97429209375,0.0784313725490196
2024-07-28,Google,Campaign 4,28711,544,1277.228883,23,766,Lower,0.018947441747065585,2.3478472113970588,55.53169056521739,0.042279411764705885
2024-12-21,Meta,Campaign 3,21319,1195,711.0771342,50,1396,Upper,0.05605328580139782,0.5950436269456068,14.221542684000001,0.04184100418410042
